"Id","SalePrice"
1461,"161500"
1462,"145250"
1463,"193000"
1464,"176000"
1465,"170000"
1466,"174000"
1467,"127000"
1468,"186500"
1469,"188000"
1470,"112500"
1471,"197000"
1472,"113000"
1473,"106000"
1474,"148500"
1475,"148500"
1476,"446261"
1477,"245350"
1478,"315000"
1479,"274900"
1480,"466500"
1481,"290000"
1482,"202500"
1483,"201000"
1484,"192000"
1485,"188500"
1486,"236000"
1487,"265000"
1488,"192000"
1489,"232600"
1490,"254900"
1491,"180000"
1492,"105000"
1493,"133500"
1494,"271000"
1495,"213000"
1496,"280000"
1497,"185000"
1498,"168500"
1499,"151000"
1500,"160000"
1501,"168500"
1502,"216000"
1503,"208900"
1504,"207500"
1505,"249700"
1506,"185000"
1507,"253000"
1508,"175000"
1509,"240000"
1510,"148000"
1511,"100000"
1512,"120000"
1513,"110000"
1514,"136500"
1515,"123000"
1516,"167500"
1517,"184000"
1518,"133000"
1519,"214000"
1520,"156000"
1521,"156000"
1522,"157500"
1523,"119000"
1524,"135000"
1525,"128900"
1526,"128900"
1527,"150750"
1528,"117500"
1529,"139000"
1530,"149500"
1531,"135000"
1532,"104000"
1533,"147000"
1534,"162900"
1535,"133000"
1536,"139000"
1537,"98000"
1538,"168000"
1539,"100000"
1540,"37900"
1541,"120000"
1542,"159000"
1543,"102000"
1544,"105000"
1545,"134900"
1546,"149000"
1547,"154300"
1548,"127000"
1549,"125500"
1550,"162900"
1551,"127500"
1552,"135000"
1553,"128000"
1554,"143000"
1555,"171000"
1556,"138887"
1557,"102000"
1558,"110000"
1559,"98000"
1560,"168000"
1561,"136500"
1562,"150500"
1563,"144000"
1564,"128000"
1565,"127000"
1566,"164000"
1567,"76000"
1568,"280000"
1569,"133000"
1570,"223500"
1571,"137450"
1572,"129000"
1573,"372402"
1574,"129000"
1575,"260000"
1576,"237000"
1577,"178000"
1578,"135500"
1579,"145000"
1580,"172400"
1581,"127000"
1582,"124900"
1583,"305900"
1584,"180000"
1585,"144000"
1586,"107500"
1587,"119900"
1588,"119500"
1589,"126000"
1590,"107000"
1591,"80000"
1592,"91000"
1593,"102000"
1594,"142953"
1595,"108000"
1596,"177000"
1597,"124500"
1598,"227000"
1599,"275000"
1600,"175000"
1601,"64500"
1602,"125500"
1603,"100000"
1604,"235000"
1605,"230000"
1606,"197500"
1607,"143000"
1608,"220000"
1609,"204900"
1610,"174000"
1611,"197500"
1612,"201000"
1613,"126000"
1614,"80000"
1615,"91500"
1616,"81000"
1617,"88000"
1618,"138000"
1619,"144000"
1620,"188000"
1621,"162900"
1622,"131000"
1623,"184100"
1624,"210000"
1625,"145000"
1626,"205000"
1627,"185000"
1628,"222500"
1629,"163900"
1630,"213500"
1631,"213500"
1632,"251000"
1633,"184100"
1634,"192000"
1635,"163900"
1636,"213000"
1637,"186500"
1638,"158000"
1639,"169500"
1640,"167900"
1641,"176000"
1642,"253000"
1643,"252000"
1644,"252000"
1645,"167900"
1646,"82500"
1647,"175000"
1648,"140000"
1649,"167900"
1650,"110000"
1651,"124500"
1652,"100000"
1653,"106000"
1654,"148500"
1655,"148500"
1656,"148500"
1657,"148500"
1658,"148500"
1659,"140000"
1660,"163000"
1661,"335000"
1662,"325624"
1663,"315000"
1664,"555000"
1665,"255500"
1666,"315000"
1667,"354000"
1668,"335000"
1669,"412500"
1670,"395192"
1671,"325000"
1672,"315000"
1673,"165400"
1674,"255500"
1675,"185850"
1676,"194700"
1677,"185850"
1678,"611657"
1679,"325000"
1680,"319900"
1681,"319900"
1682,"306000"
1683,"256300"
1684,"183500"
1685,"174000"
1686,"213490"
1687,"174000"
1688,"230000"
1689,"188500"
1690,"183500"
1691,"183200"
1692,"244000"
1693,"180000"
1694,"186500"
1695,"181000"
1696,"216500"
1697,"186500"
1698,"223500"
1699,"271000"
1700,"315750"
1701,"315750"
1702,"255500"
1703,"159895"
1704,"307000"
1705,"297000"
1706,"386250"
1707,"208300"
1708,"178000"
1709,"270000"
1710,"249700"
1711,"226000"
1712,"395000"
1713,"249700"
1714,"184900"
1715,"216000"
1716,"178000"
1717,"155000"
1718,"123600"
1719,"190000"
1720,"214000"
1721,"144000"
1722,"141000"
1723,"159000"
1724,"203000"
1725,"237000"
1726,"201000"
1727,"184900"
1728,"175900"
1729,"197900"
1730,"142953"
1731,"144000"
1732,"82500"
1733,"135000"
1734,"142500"
1735,"130500"
1736,"139950"
1737,"284000"
1738,"271000"
1739,"171900"
1740,"199900"
1741,"199900"
1742,"177000"
1743,"148800"
1744,"244000"
1745,"194000"
1746,"277000"
1747,"239500"
1748,"155000"
1749,"167900"
1750,"100000"
1751,"271000"
1752,"120500"
1753,"136500"
1754,"167900"
1755,"175500"
1756,"110000"
1757,"128900"
1758,"143000"
1759,"162000"
1760,"139000"
1761,"142600"
1762,"158000"
1763,"149500"
1764,"145250"
1765,"145000"
1766,"124500"
1767,"136000"
