"Id","SalePrice"
1461,106901.934750595
1462,162056.729695138
1463,175368.074298297
1464,192457.325905749
1465,220975.820687541
1466,170807.880872376
1467,181720.07213075
1468,160395.208528367
1469,201620.966001284
1470,126184.640260804
1471,170781.374180183
1472,100602.014535337
1473,89291.9144703309
1474,145879.147958321
1475,104728.839248426
1476,378825.250468031
1477,274961.631994402
1478,330061.668928629
1479,317046.856518395
1480,454971.765639275
1481,314833.640129055
1482,219542.399312568
1483,177114.914256709
1484,157379.50891823
1485,197841.484972725
1486,193059.84622829
1487,343110.13959357
1488,228449.79920783
1489,211744.747556977
1490,237223.074039859
1491,195913.270596559
1492,94440.4315728532
1493,216641.933102144
1494,304036.237028958
1495,292868.978376864
1496,225870.181365574
1497,185563.16627952
1498,160442.31564132
1499,163785.562729218
1500,150470.558589299
1501,190896.675783514
1502,151889.154681142
1503,310626.439192253
1504,238101.922002192
1505,223450.406721193
1506,182592.487514459
1507,230509.046585016
1508,184711.088368021
1509,165312.211654437
1510,146108.361824229
1511,133806.380234541
1512,174412.177085351
1513,179438.633193058
1514,135981.378416961
1515,214842.385204119
1516,157601.519524069
1517,186791.075525752
1518,110166.045721213
1519,210032.230826552
1520,125731.479049163
1521,124686.946044626
1522,191062.199839509
1523,109583.111345376
1524,124833.14755423
1525,111751.196202365
1526,97266.6193199345
1527,109440.229102367
1528,142818.954937477
1529,153445.273129627
1530,217525.503833077
1531,121823.245210755
1532,99575.5882184583
1533,166725.620396998
1534,113839.003442077
1535,145547.404618742
1536,91080.4715706383
1537,41621.7535283828
1538,149256.126170951
1539,202342.752547893
1540,115525.143228318
1541,129545.836662657
1542,138572.484064222
1543,179597.208070871
1544,77631.926263266
1545,119877.562758951
1546,141106.727909309
1547,138328.325817123
1548,157249.837527262
1549,137263.079261585
1550,143119.91366125
1551,104490.096157141
1552,148002.844496925
1553,158193.866113248
1554,117198.335820574
1555,140426.421236739
1556,71948.8313894778
1557,113731.814958426
1558,111156.729990442
1559,86560.627769219
1560,139680.605637586
1561,131670.096542262
1562,130916.50449934
1563,126778.060767213
1564,147488.944537421
1565,161039.244013144
1566,250957.790238363
1567,81691.2709904005
1568,223360.619665221
