"Id","SalePrice"
1461,113121.187539126
1462,161768.379933178
1463,187771.561460799
1464,197829.618076409
1465,206721.649143702
1466,171454.006879335
1467,175358.713165636
1468,157849.036684974
1469,212972.6970417
1470,116102.763606935
1471,156411.634797874
1472,98545.7516230427
1473,94090.7164510209
1474,146699.246305863
1475,106703.674716616
1476,376487.409863417
1477,263273.214049764
1478,313438.546593853
1479,305887.405791447
1480,485941.215956429
1481,310428.075582809
1482,206133.26642418
1483,177405.12363915
1484,162689.289703354
1485,179386.337685102
1486,189494.616971699
1487,337164.958279471
1488,219739.576221664
1489,203466.610150743
1490,257428.716942702
1491,202323.596900264
1492,104207.295603231
1493,188508.619223984
1494,306169.449394044
1495,289506.988620606
1496,245523.67699833
1497,176244.629334124
1498,176987.801369546
1499,163692.312059363
1500,150025.404172116
1501,195941.834912022
1502,132950.077219133
1503,361108.463460622
1504,234653.749612629
1505,225125.726003595
1506,193098.031318226
1507,258281.707877451
1508,196626.461143301
1509,155204.108886539
1510,144283.237052704
1511,161516.265837547
1512,175598.653094208
1513,151358.688844856
1514,169104.77843572
1515,208692.920406563
1516,152158.659678939
1517,184270.5364091
1518,122853.009821174
1519,222371.055275629
1520,119114.050370975
1521,134794.615970085
1522,189168.030303143
1523,112973.010976925
1524,124745.138688966
1525,115950.355473525
1526,105022.951873114
1527,103224.126828901
1528,131088.882957761
1529,162265.590920262
1530,212188.923113205
1531,131343.376731174
1532,93025.2381657234
1533,167391.138690199
1534,128932.612022318
1535,151449.359131344
1536,92854.1108336353
1537,46738.6135528364
1538,152683.167402129
1539,206815.396197841
1540,118952.344886599
1541,143203.579181835
1542,168081.697670389
1543,188983.334382759
1544,76486.6439800204
1545,120794.836102522
1546,138811.414292251
1547,138080.327874014
1548,152679.864664242
1549,127677.859610974
1550,144527.447326309
1551,105297.244024268
1552,154841.020241091
1553,157669.376776591
1554,114302.307953448
1555,158240.823822143
1556,52482.5407392274
1557,141237.367060952
1558,107850.913807351
1559,61554.8300596495
1560,117565.128751459
1561,152712.061026764
1562,132195.96196888
1563,129457.83385917
1564,163140.07805921
1565,159100.918403223
1566,228958.647112786
1567,72810.712604434
1568,220770.370033019
1569,135896.465957356
1570,126643.078812798
1571,83146.4891928751
1572,151256.977845186
1573,269364.602730323
1574,136424.198676081
1575,233271.520989017
