"Id","SalePrice"
1461,117505.984375
1462,162365.6875
1463,125174.6875
1464,174744.09375
1465,173808.109375
1466,171085.921875
1467,164819.328125
1468,171166.921875
1469,177332.65625
1470,109782.6328125
1471,150709.40625
1472,82743.015625
1473,92801.6640625
1474,138919.796875
1475,144846.03125
1476,366687.625
1477,275841.0625
1478,296228.75
1479,306781.46875
1480,376433.9375
1481,274781.9375
1482,213251.03125
1483,172186.09375
1484,175963.546875
1485,189962.984375
1486,183788.859375
1487,294763.75
1488,225886.5
1489,203982.5625
1490,166680.4375
1491,200652.953125
1492,100094.9609375
1493,167648.28125
1494,291715.09375
1495,227438.953125
1496,181156.3125
1497,151522.109375
1498,150280.6875
1499,143632.46875
1500,159550.5
1501,164829.859375
1502,146415.0625
1503,225489.71875
1504,204193.640625
1505,196309.515625
1506,149416.625
1507,172990.46875
1508,175116.765625
1509,151014.296875
1510,129776.515625
1511,124689.6328125
1512,135385.78125
1513,139323.1875
1514,114924.2109375
1515,137202.1875
1516,125897.3359375
1517,154096.703125
1518,117021.40625
1519,203462.0625
1520,111916.2578125
1521,122547.5703125
1522,140068.140625
1523,106892.7421875
1524,111465.15625
1525,118624.0234375
1526,109864.15625
1527,93782.7421875
1528,137430.515625
1529,130462.96875
1530,152758.46875
1531,81389.828125
1532,76892.375
1533,101206.3828125
1534,117425.5
1535,103847.6796875
1536,116047.75
1537,60647.05859375
1538,176868.78125
1539,165857.96875
1540,91760.3984375
1541,146942.296875
1542,117538.4140625
1543,168015.875
1544,79188.9921875
1545,120629.203125
1546,120493.3125
1547,114357.640625
1548,121502.4921875
1549,121504.921875
1550,104656.3984375
1551,93614.453125
1552,85355.984375
1553,131850.109375
1554,115620.8984375
1555,117241
1556,102080.015625
1557,108643.8203125
1558,118434.015625
1559,63749.64453125
1560,93439.3828125
1561,101459.6796875
1562,125988.6015625
1563,114797.6875
1564,126886.53125
1565,132040.171875
1566,249154.3125
1567,89981.9609375
1568,193481.90625
1569,107304.6328125
1570,155864.09375
1571,104477.6015625
1572,121609.5859375
1573,211403.703125
1574,89942.9453125
1575,222898.59375
1576,186850.75
1577,186973.265625
1578,185303.625
1579,124091.109375
1580,192470.796875
1581,119779.578125
1582,120565.2890625
1583,259036.390625
1584,209856.578125
1585,135163.90625
1586,82733.0703125
1587,116523.5546875
1588,125040.2109375
1589,95581.1484375
1590,128390.5859375
1591,91804.6953125
1592,98060.234375
1593,122828.078125
1594,113916.1015625
1595,92374.25
1596,224750.1875
1597,139030.296875
1598,210166.703125
1599,176110.296875
1600,170582.5625
1601,55873.296875
1602,118911.6640625
1603,60268.765625
1604,247773.328125
1605,222407.15625
1606,153162.9375
1607,148116.6875
1608,196786.21875
1609,201248.890625
1610,144696.5625
1611,120332.7734375
1612,134181.921875
1613,115719.9140625
1614,111602.5
1615,77949.2421875
1616,75145.484375
1617,81032.1484375
1618,122756.75
1619,119211.78125
1620,95808.3203125
1621,134014.59375
1622,128188.2421875
1623,236852.46875
1624,178946
1625,147758.609375
1626,150906.859375
1627,174071.84375
1628,225401.359375
1629,167336.796875
1630,230509.296875
1631,228500.03125
1632,238394.15625
1633,177943.234375
1634,172597.609375
1635,168349.96875
1636,160177.671875
1637,130371.8828125
1638,190668.421875
1639,165404.90625
1640,202241.78125
1641,166534.921875
1642,193505.96875
1643,205011.75
1644,216527.140625
1645,138921.484375
1646,157666.671875
1647,164045.375
1648,107845.8046875
1649,129698.3125
1650,109056.8671875
1651,118474.6640625
1652,83949.828125
1653,94313.4296875
1654,135184.6875
1655,142302.96875
1656,136524.21875
1657,135111.734375
1658,140550.265625
1659,144259.390625
1660,126730.625
1661,368528.71875
1662,329515.71875
1663,388786.90625
1664,352006.0625
1665,313492.90625
1666,277851.96875
1667,282467.84375
1668,322336.59375
1669,275396.1875
1670,369676.9375
1671,236400.484375
1672,350990.1875
1673,289438.03125
1674,238733.28125
1675,170655.609375
1676,171288.265625
1677,193510.65625
1678,383850.15625
1679,295231.53125
1680,323948.78125
1681,315009.59375
1682,263130.15625
1683,174424.34375
1684,183100.25
1685,168584.46875
1686,172153.734375
1687,177129.671875
1688,183734
1689,193129.078125
1690,194381.359375
1691,193238.40625
1692,240033.359375
1693,174533.359375
1694,171819.4375
1695,164663.796875
1696,203832.03125
1697,165154.890625
1698,269289.59375
1699,264410.03125
1700,225539.859375
1701,245530.328125
1702,240033.3125
1703,227809.5
1704,235825.5
1705,238560.375
1706,288206.875
1707,193734.5625
1708,203923.78125
1709,285174.84375
1710,215536.25
1711,239361.109375
1712,235698
1713,210568.484375
1714,188230.703125
1715,192805.046875
1716,193127.921875
1717,176098.53125
1718,164479.96875
1719,205948.125
1720,238322.125
1721,183605.875
1722,111403.7578125
1723,118100.15625
1724,183309.953125
1725,200948.296875
1726,168764.125
1727,164182.109375
1728,191747.21875
1729,175039.5
1730,138333.40625
1731,114550.75
1732,118295.265625
1733,104376.515625
1734,111491.53125
1735,130720.4296875
1736,115242.5
1737,248452.140625
1738,206899.71875
1739,144238.96875
1740,163759.140625
1741,164067.484375
1742,163489.96875
1743,157840.984375
1744,320817.15625
1745,235115.203125
1746,230312.03125
1747,188768.234375
1748,179236.703125
1749,127853.953125
1750,141130.953125
1751,199349.609375
1752,116542.7109375
1753,123569.25
1754,175580.890625
1755,161817.65625
1756,111900.5234375
1757,122985.7578125
1758,106629.671875
1759,115544.1484375
1760,137727.6875
1761,126044.3515625
1762,126492.8125
1763,148853.84375
1764,115398.625
1765,148223.734375
1766,144490.609375
1767,171941.53125
1768,127648.1953125
1769,175788.359375
1770,162456.40625
1771,126254.84375
1772,117961.7578125
1773,110620.71875
1774,124618.6875
1775,136269.09375
1776,107864.3984375
1777,119165.71875
1778,124635.2109375
1779,120329.21875
1780,193812.625
1781,119621.3671875
1782,83845.84375
1783,133066.71875
1784,109480.71875
1785,110562.375
1786,99745.546875
1787,164893.390625
1788,59958.171875
1789,110006.6015625
1790,77621.453125
1791,141581.671875
1792,150372.65625
1793,150976.578125
1794,150674.90625
1795,140854.9375
1796,135823.3125
1797,113183.8828125
1798,128543.6640625
1799,113103.4765625
1800,121393.2890625
1801,115547.3671875
1802,142146
1803,145945.0625
1804,134645.078125
1805,139960.40625
1806,114395.0546875
1807,113886.8984375
1808,114568.578125
1809,139987.171875
1810,112355.53125
1811,95684.0625
1812,106485.6875
1813,111803.9609375
1814,96675.03125
1815,53829.50390625
1816,107573.6640625
1817,102973.0859375
1818,122693.71875
1819,115185.15625
1820,41178.0546875
1821,115870.9375
1822,134640.90625
1823,51964.07421875
1824,108931.078125
1825,114800.5078125
1826,97609.296875
1827,99236.1171875
1828,117980.6015625
1829,92044.015625
1830,127175.375
1831,175495.828125
1832,71871.84375
1833,104478.2890625
1834,111057.7578125
1835,131765.453125
1836,115807.8125
1837,86086.359375
1838,124603.4609375
1839,77456.2734375
1840,136319.75
1841,133073.203125
1842,88058.4921875
1843,120732.421875
1844,135609.171875
1845,118147.109375
1846,166873.671875
1847,122935.8203125
1848,52908.23828125
1849,114022.1796875
1850,113585.1953125
1851,133210.546875
1852,117031.453125
1853,114344.3671875
1854,182286.53125
1855,189208.140625
1856,216475.953125
1857,110707.078125
1858,129346.453125
1859,119099.1171875
1860,130352.1796875
1861,119099.1171875
1862,183741.046875
1863,168159.28125
1864,170415.578125
1865,333126.84375
1866,311727.59375
1867,211457.0625
1868,277682.9375
1869,179937.4375
1870,230652.96875
1871,225472.40625
1872,168816.6875
1873,227756.984375
1874,131306.359375
1875,186297.125
1876,173077.453125
1877,195323.875
1878,205991.5
1879,122468.7890625
1880,119821.546875
1881,196322.609375
1882,257159.1875
1883,192494.28125
1884,201755.609375
1885,258051.96875
1886,249694.859375
1887,198213.671875
1888,229519.671875
1889,157674.3125
1890,115463.9765625
1891,135676.78125
1892,92546.9609375
1893,103015.578125
1894,105096.5625
1895,113785.0234375
1896,116999.6015625
1897,113179.3828125
1898,118136.34375
1899,136644.578125
1900,172632.609375
1901,126778.4921875
1902,117008.8359375
1903,160864.0625
1904,134530.296875
1905,172038.09375
1906,132310.09375
1907,171711.546875
1908,124767.4921875
1909,125092.1328125
1910,124420.0390625
1911,183893.734375
1912,225180.109375
1913,119718.609375
1914,77646
1915,261912.21875
1916,68260.296875
1917,248876.890625
1918,147802.40625
1919,145558.609375
1920,109040.71875
1921,329678.875
1922,335978.21875
1923,172072.203125
1924,207507.859375
1925,198259.671875
1926,313713.625
1927,122391.0546875
1928,110124.75
1929,127371.3984375
1930,158818.984375
1931,126367.5
1932,128207.4453125
1933,144187.625
1934,170479.546875
1935,168046.15625
1936,173934.171875
1937,177297.046875
1938,125430.875
1939,227848.125
1940,172496.421875
1941,172097.078125
1942,174963.65625
1943,182209.671875
1944,273247.9375
1945,363719.375
1946,164654.765625
1947,299489
1948,179529.9375
1949,210619.65625
1950,202055.921875
1951,223027.046875
1952,210273.09375
1953,167940
1954,197658.796875
1955,135261.296875
1956,200015.140625
1957,149639.53125
1958,298765.625
1959,130837.40625
1960,106587.7109375
1961,115537.015625
1962,88442.0390625
1963,95781.515625
1964,97765.0390625
1965,137791.828125
1966,146626.71875
1967,295639.78125
1968,317921.28125
1969,381231.8125
1970,339601.875
1971,332639.75
1972,327356.53125
1973,256801.796875
1974,234790.71875
1975,356211.5
1976,226168.546875
1977,285919.34375
1978,283437.875
1979,321441.625
1980,200859.609375
1981,313310.125
1982,237638.1875
1983,243775.890625
1984,152901.03125
1985,183596.515625
1986,168854.6875
1987,171062.640625
1988,171588.96875
